timestamp,symbol,mark_price,index_price,mark_premium_pct,funding_rate_pct,open_interest,trend_1m,trend_5m,trend_15m,orderbook_snapshot_imbalance,context_quality,context_confirm,warnings_json
2026-07-05T03:41:03.742681+00:00,AAVEUSDT,87.63,87.70324903,-0.08351917495661278,0.0060420000000000005,613218.3,up,flat,down,-0.014278216088222757,OK,INSUFFICIENT,[]
2026-07-05T03:41:04.310963+00:00,WLDUSDT,0.4131,0.41322367,-0.029928101650121993,0.002409,177313874.0,up,up,down,-0.035975762578548724,OK,INSUFFICIENT,[]
2026-07-05T03:41:05.929006+00:00,ZECUSDT,453.29,453.50165987,-0.04667234736487612,0.01,529683.674,up,flat,down,0.05436134599022715,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
2026-07-05T03:41:14.460270+00:00,BTCUSDT,62726.0,62754.99891304,-0.046209725985627066,0.007771999999999999,105509.196,flat,flat,up,0.41916142775295884,OK,INSUFFICIENT,[]
2026-07-05T03:41:15.322830+00:00,ETHUSDT,1761.34,1761.42534884,-0.004845441792708309,0.008281,2295761.903,flat,down,up,-0.48550773887278464,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
2026-07-05T03:41:17.079194+00:00,BNBUSDT,570.8623829,570.57136096,0.05100535356529272,0.0027500000000000003,567923.59,flat,flat,up,-0.10436960329617201,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
2026-07-05T03:41:17.877980+00:00,SOLUSDT,80.48358705,80.52855947,-0.0558465472324283,0.005412999999999999,10018397.85,flat,down,up,-0.08252710876163082,OK,INSUFFICIENT,[]
2026-07-05T03:41:19.807260+00:00,XRPUSDT,1.13805334,1.13865451,-0.05279652385517278,0.01,336357577.2,up,up,up,-0.01624716397441146,OK,INSUFFICIENT,[]
2026-07-05T03:41:21.078559+00:00,DOGEUSDT,0.07605,0.07609293,-0.05641785642896992,0.007524,2343468741.0,flat,flat,up,0.07682224833243925,OK,INSUFFICIENT,[]
2026-07-05T03:41:22.511532+00:00,ADAUSDT,0.1906,0.19066482,-0.03399683276653814,0.01,496165947.0,down,up,up,0.01797600582529846,OK,INSUFFICIENT,[]
2026-07-05T03:41:23.537058+00:00,TRXUSDT,0.3243,0.32442176,-0.03753139123591041,-0.006695,271672878.0,flat,up,up,0.08966559199356496,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
2026-07-05T03:41:24.996735+00:00,LINKUSDT,7.89137548,7.89510319,-0.04721546901023602,0.005922,8507382.82,flat,flat,up,-0.1462766650212903,OK,INSUFFICIENT,[]
2026-07-05T03:41:25.991954+00:00,AVAXUSDT,6.812,6.81729895,-0.07772799812452641,-0.0010659999999999999,7475932.0,flat,down,up,-0.04951939795303521,OK,INSUFFICIENT,[]
