signal_id,symbol,action,direction,entry_time,entry_price,entry_delta_5m,entry_imbalance,entry_aggression,entry_latest_event,entry_cvd,price_after_1m,price_after_5m,price_after_15m,max_favorable_pct,max_adverse_pct,final_return_pct,completed_time
ec2be4a9-3ed8-4ed4-b514-f768b97f171c,AVAXUSDT,LONG_BIAS,LONG,2026-07-02T12:32:42.555490+00:00,6.803,166060.53599999985,0.24940474087598835,0.5937356029301417,BUY_AGGRESSION,-207890.8630000004,6.782,6.796,6.796,0.00029398794649416137,0.003968837277671635,-0.00102895781272963,2026-07-02T12:47:42.911852+00:00
ae6eac6f-273e-412b-bd6d-03384a32494f,DOGEUSDT,SHORT_BIAS,SHORT,2026-07-02T12:41:37.512532+00:00,0.07428,-209592.01516999956,-0.24606237153614313,0.41535829816387965,SELL_AGGRESSION,-1735615.213799998,0.07427,0.07431,0.07428,0.0010770059235325356,0.003365643511039314,0.0,2026-07-02T12:56:37.612673+00:00
70f48c37-2df2-44cf-96c8-c54164c779dc,BNBUSDT,SHORT_BIAS,SHORT,2026-07-02T12:44:36.419617+00:00,561.21,-194177.92340000003,-0.5104211338592675,0.37267053024160046,SELL_AGGRESSION,-764142.8726000005,561.4,561.52,562.25,0.00039201012098862687,0.0031182623260455084,-0.0018531387537641232,2026-07-02T12:59:37.499599+00:00
a93c36cb-20ab-4a20-ae07-88e6ce38b4f5,WLDUSDT,SHORT_BIAS,SHORT,2026-07-02T12:48:20.340002+00:00,0.3793,-313638.86149999965,-0.1766012580603665,0.2969791923753633,SELL_AGGRESSION,488410.6058999975,0.3797,0.38,0.38,0.002900079093066294,0.004481940416556761,-0.0018455048774056904,2026-07-02T13:03:20.896112+00:00
490a91cf-4ce3-4f29-84bf-2c4ccf09cc65,BNBUSDT,LONG_BIAS,LONG,2026-07-02T12:49:39.281788+00:00,561.57,167217.02879999985,0.7152393588175308,0.596516152314725,BUY_AGGRESSION,-611415.6323000022,562.13,562.6,563.35,0.004095660380718262,3.5614438093373036e-05,0.003169684990295017,2026-07-02T13:04:40.129716+00:00
e0bfc555-e18e-4af8-8f0c-56ef20905e46,DOGEUSDT,SHORT_BIAS,SHORT,2026-07-02T12:50:23.563705+00:00,0.07429,-142747.93573999987,-0.15121297103546774,0.40528948787021124,SELL_AGGRESSION,-1929725.595049995,0.07432,0.07439,0.07443,0.0012114685691209162,0.0032305828509894214,-0.001884506663077147,2026-07-02T13:05:24.552780+00:00
d340af61-327e-4905-8629-4366b49f8676,UNIUSDT,LONG_BIAS,LONG,2026-07-02T12:52:20.875826+00:00,3.173,185358.8409999995,0.1788186355411307,0.5804365437775392,BUY_AGGRESSION,-178359.20799999862,3.176,3.167,3.194,0.007878978884336562,0.010085092971950845,0.006618342262842706,2026-07-02T13:07:21.768271+00:00
96b8bd98-cc47-49d5-9ebf-85c2c4c176d2,LTCUSDT,LONG_BIAS,LONG,2026-07-02T13:49:13.749811+00:00,43.7,282471.6993100002,0.2165054822046124,0.6001024471531791,BUY_AGGRESSION,219284.38184000013,43.75,43.61,43.62,0.0018306636155606016,0.0038901601830664003,-0.0018306636155607642,2026-07-02T14:04:14.864099+00:00
d58fa2b8-7610-46f9-8061-bf7b564a7d53,UNIUSDT,LONG_BIAS,LONG,2026-07-02T13:50:04.175807+00:00,3.192,156229.4459999996,0.1580791437806858,0.5934847737865574,BUY_AGGRESSION,154844.1330000001,3.203,3.201,3.199,0.008458646616541256,0.004072681704260759,0.0021929824561402484,2026-07-02T14:05:05.739423+00:00
dc47310a-de89-49fb-bcf5-269b63ef92ea,TRXUSDT,LONG_BIAS,LONG,2026-07-02T13:51:35.524206+00:00,0.31849,103256.98079999999,0.6361248061592462,0.9193242215737483,TRADE_BURST,93875.88869000005,0.31849,0.3183,0.31854,0.0029514270463750713,0.0010989356023737543,0.00015699080033908285,2026-07-02T14:06:35.675252+00:00
de6fc8ab-3894-4997-8cbb-08b078ea04f0,NEARUSDT,SHORT_BIAS,SHORT,2026-07-02T13:53:53.357951+00:00,1.942,-128474.89999999985,-0.17601702999063076,0.3219595444763878,SELL_AGGRESSION,-220717.70999999988,1.942,1.94,1.94,0.002059732234809477,0.003089598352214215,0.0010298661174047384,2026-07-02T14:08:54.170261+00:00
6e2f4414-af08-4b9c-ad0f-f464a847fda5,AVAXUSDT,SHORT_BIAS,SHORT,2026-07-02T13:55:36.961643+00:00,6.828,-445665.29899999924,-0.2488381087013617,0.2750065800680324,SELL_AGGRESSION,-518619.5260000005,6.818,6.807,6.807,0.004833040421792671,0.0020503807850028332,0.00307557117750438,2026-07-02T14:10:38.026539+00:00
fce95c62-d474-4a75-bc59-700fc48c8533,SUIUSDT,SHORT_BIAS,SHORT,2026-07-02T13:57:51.316648+00:00,0.7496,-158060.6512099998,-0.19097868931177792,0.40017550122211387,SELL_AGGRESSION,-194004.4271100003,0.749,0.75,0.749,0.006670224119530422,0.001067235859124749,0.0008004268943437099,2026-07-02T14:12:52.350934+00:00
f5e74e93-ad7b-418b-aee1-25c14ff339db,UNIUSDT,SHORT_BIAS,SHORT,2026-07-02T13:58:21.705930+00:00,3.182,-277471.6610000003,-0.16586138151009097,0.3498693324533799,SELL_AGGRESSION,186314.35799999937,3.191,3.201,3.22,0.0009428032683846994,0.014142049025769933,-0.011942174732872488,2026-07-02T14:13:22.673551+00:00
